,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,WA,WI,WY
0,0.8658754659831474,0.5777144507135784,0.4868598198169749,0.3252218731626529,0.900596129436936,0.9401343062949772,0.5255194255711559,1.0,0.9122393940306212,0.6279764013975392,0.34228329844162236,0.2851237626250747,0.4888975862720516,0.8710960115201718,0.9282386046032652,0.4936563727899644,0.7481022468161034,0.2677813612062496,0.0729600512216399,0.9558273554978375,0.6359348603620983,0.1484957510290015,0.46809253962564695,0.6547741382735461,0.5503396037544787,0.08160135479690873,0.566944969008345,0.31607035296002206,0.4989936923176949,0.8808660801586496,0.6331421576207532,0.466284009690467,0.9948287485238481,0.2497143076651575,0.2578158326652485,0.46344748620837445,0.2379292097302852,0.953376328422012,0.6292058950741386,0.8209215392824523,0.5976952991363562,0.060844233781803904,0.51186127704151,0.4875661234765048,1.0,0.11959843655368468,0.25544283159989734,0.9237611659090826
1,-0.08965658494987983,-0.16298618255524863,0.21199584669801466,0.2728175715836934,0.03530425434721035,0.02213294802537391,-0.29174833947436557,1.0,-0.031153290783290565,0.13635988437609578,-0.30068519002035665,0.3208541447251618,-0.24841772705588902,0.0458533187480773,0.025458844809376713,-0.19970441043463422,-0.0906086448981245,0.3180532510522925,0.4758859414736164,-0.015659595069536847,0.5412072956720791,0.3919424247467413,-0.20299155739090163,0.1442066331189953,0.21525914719480022,0.5756833152174199,-0.16081730622796991,0.3778348151859947,0.19729382763383693,0.18604480311827626,-0.1343334679098846,-0.23292232920378145,-0.001832441976121535,-0.32966782182601806,-0.3118635654965292,-0.23436512251698194,0.3245396310012326,0.01652935414426665,0.1555853776091977,0.06393282511771567,-0.4023047008636437,0.512687884099631,0.18386102835372556,-0.20246990704316498,-1.0,0.4194669414336817,-0.31334388482167463,0.0762388340909174
2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
