,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
0,0.41907715530782635,0.4315520381744366,0.13407237538852396,0.3212129960180458,0.6855092544793175,0.6833996163461826,0.5433341170582301,0.4792840875630574,0.18831065942801714,0.8003174166209478,0.7562957447954272,0.47182924861309433,0.9732421246806225,0.9709297051593461,0.500298389329485,0.397512765260647,0.2544276875974118,0.11679369277977635,0.2960879530011792,0.644346181122446,0.09386789628421847,0.12132588901961158,0.1484085287943251,0.3564551173729067,0.7743182578062676,0.9079078424730914,0.26404247322043256,0.5908149383172604,0.01075410820374891,0.1927194923276158,0.09656103245821505,0.5441437400688679,0.014757297453465035,0.8874601461610407,0.9783820328642071,0.8724074615467825,0.8904055505250477,0.7077821261394852,0.2496628670426442,0.6548694581595924,0.5941287087067796,0.7458634602083715,0.21811986844477982,0.9341766107063042,0.3134699331092026,0.6179624692372041,0.5144893553777465,0.39372265439925486,1.0,0.7134379828466156
1,-0.24537150333353125,-0.21963934838989863,0.4051755925832934,0.2749990046380907,0.11411679678375226,0.11492064277013786,-0.17770218018133316,-0.2062568089495694,0.35937872123108605,0.07142076135664802,-0.08757518704265445,0.20132588032947757,0.009483204741854878,0.010303051070367455,0.1888375218959172,-0.2358065847768691,0.31397971329007707,0.42237181070645125,0.2890436517992506,0.12995936142950362,0.6783966311196863,0.4177010819208654,0.39201978748331956,-0.2563206322097375,-0.08093359291951864,0.0340855240442699,0.30801829457120455,-0.1574745952847917,0.6363684522839479,0.6161643510994979,-0.44491019176575564,-0.17023101878185642,0.614654270738406,-0.03999548859326904,-0.0076611414900575325,-0.045383251867331505,-0.03894279745074948,0.10567868849719592,0.316985065020106,0.12587622427167605,0.14979983565978972,-0.09143910296752672,0.33783836907188647,-0.023347805488491746,0.4991383319331629,0.5647276037761855,0.1827371902114813,-0.23765092342379612,-1.0,0.14308452894003304
2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
